area_type,prop_type,transaction,location,Super Area,Status,Property Age,Zoning,Carpet Area,Washroom,Parking,Pantry,Overlooking,Floor,Entrance,Furnishing Status,Plot Area,Plot (L X B),Facing,Available From,Width of Road,Open Sides,ParkingRatio,Water Availability,Hospital,Seats,price_std,area_std,location_cleaned,latitude,longitude
Super Area,office space,sale,"wtc spire one, tech zone, gautam budh nagar, yamuna expressway greater noida",442 sqft,Ready to Move,,,,,,,,1 out of 4,,Furnished,,,,,,,,,,,2400000.0,442.0,yamuna expressway greater noida,28.406404,77.520785
Super Area,shop,sale,"paras one33, sector 133, noida express way noida",224 sqft,Ready to Move,,,,,,,,1 out of 4,,Unfurnished,,,,,,,,,,,4500000.0,224.0,noida express way noida,28.5706333,77.3272147
Carpet Area,office space,sale,"emaar mgf colonnade, sector 66 gurgaon",,Ready to Move,,,7500 sqft,3,13 Covered,Wet Pantry/Cafeteria,Garden/Park,,,,,,,,,,,,,,174100000.0,7500.0,sector 66 gurgaon,28.3974292,77.0538823
Super Area,shop,sale,"downtown sarojini nagar, sarojini nagar new delhi",301 sqft,Ready to Move,New Construction,,,,,,,9 out of 10,30 ft wide,Furnished,,,,,,,,,,,30000000.0,301.0,sarojini nagar new delhi,28.575817,77.1980786
Super Area,office space,sale,sector 70a gurgaon,394 sqft,Ready to Move,,,,1,1 Open,Wet Pantry/Cafeteria,,,,,,,East,,,,,,,,9850000.0,394.0,sector 70a gurgaon,28.3846684,77.0220391
Carpet Area,shop,sale,"khari baoli, chandni chowk new delhi",,Ready to Move,Above 20 years old,,1900 sqft,,,,,Ground out of 4,,Unfurnished,,,,,,,,24 Hours Available,,,30000000.0,1900.0,chandni chowk new delhi,28.6328027,77.2197713
Super Area,warehouse/ godown,sale,paharganj new delhi,1300 sqft,Ready to Move,10 to 15 years old,,,,,,,Ground out of 4,,,,,,,,,,,,,18000000.0,1300.0,paharganj new delhi,28.6337722,77.216499
Super Area,industrial building,sale,mayapuri new delhi,900 sqft,Ready to Move,New Construction,,,,,,,,,,,,,,,,,,,,10000000.0,900.0,mayapuri new delhi,28.6371795,77.1297333
Plot Area,land,sale,luksar greater noida,,,,Commercial,,,,,,,,,1507 sqft,54.1 X 27.8,North - West,,,,,,,,16100000.0,1507.0,luksar greater noida,28.5706333,77.3272147
Super Area,shop,sale,"rof aalayas, sector 102 gurgaon",287 sqft,Ready to Move,Less than 5 years old,,,,,,,Ground out of 1,,Unfurnished,,,,,,,,,,,7000000.0,287.0,sector 102 gurgaon,28.4754872,76.9711747
Super Area,showroom,sale,govindpuri new delhi,950 sqft,Ready to Move,,,,,,,,Ground out of 4,,Unfurnished,,,,,,,,,,,15000000.0,950.0,govindpuri new delhi,28.539116,77.2642672
Super Area,shop,sale,new delhi,109 sqft,Ready to Move,,,,,,,,,,Unfurnished,,,,,,,,,,,19000000.0,109.0,new delhi,28.6430858,77.2192671
Carpet Area,shop,sale,gulmohar enclave gulmohar park new delhi,,Ready to Move,15 to 20 years old,,70 sqft,,,,,Ground out of 3,,Unfurnished,,,North - East,,,,,,,,1000000.0,70.0,gulmohar enclave gulmohar park new delhi,28.6328027,77.2197713
Carpet Area,office space,sale,"bengali market, mandi house new delhi",,Ready to Move,,,1400 sqft,2,,,,Upper Basement out of 4,,Furnished,,,East,,,,,,,,37000000.0,1400.0,mandi house new delhi,28.6256122,77.2341966
Carpet Area,shop,sale,dlf ankur vihar ghaziabad,,Ready to Move,Less than 5 years old,,85 sqft,,,,,Upper Basement out of 3,,Unfurnished,,,East,,,,,,,,4000000.0,85.0,dlf ankur vihar ghaziabad,28.7749966,77.4586967
Super Area,shop,sale,"sector 23a, sector 23, mathura road faridabad",140 sqft,Ready to Move,15 to 20 years old,,,,,,,,,,,,,,,,,,,,3000000.0,140.0,mathura road faridabad,28.3650553,77.314851
Plot Area,land,sale,sector 29 gurgaon,,,,Commercial,,,,,,,,,2970 sqft,99 X 30,North - West,,,,,,,,320000000.0,2970.0,sector 29 gurgaon,28.4669197,77.0671306
Super Area,shop,sale,sector 95 gurgaon,200 sqft,Ready to Move,,,,,,,,Ground out of 4,,Unfurnished,,,,,,,,,,,6000000.0,200.0,sector 95 gurgaon,28.4149443,76.9114892
Super Area,showroom,sale,pari chowk area greater noida,500 sqft,Ready to Move,New Construction,,,,,,,1 out of 5,,Semi-Furnished,,,,,,,,,,,10000000.0,500.0,pari chowk area greater noida,28.5706333,77.3272147
Carpet Area,shop,sale,sector 107 gurgaon,,Ready to Move,New Construction,,80 sqft,,,,,1 out of 2,,Unfurnished,,,East,,,,,,,,4700000.0,80.0,sector 107 gurgaon,28.506941,76.9752137
Carpet Area,shop,sale,south city 2 gurgaon,,Ready to Move,15 to 20 years old,,130 sqft,,,,,1 out of 3,,Unfurnished,,,,,,,,,,,7000000.0,130.0,south city 2 gurgaon,28.4188805,77.0439211
Super Area,shop,sale,"godrej woods, sector 43 noida",946 sqft,Ready to Move,New Construction,,,,,,,1 out of 3,,Unfurnished,,,,,,,,24 Hours Available,,,35000000.0,946.0,sector 43 noida,28.5575946,77.351679
Carpet Area,shop,sale,"m3m route 65, sector 65 gurgaon",,Ready to Move,,,340 sqft,,1 Covered,,,Ground out of 4,,Unfurnished,,,,,,,,24 Hours Available,,,7500000.0,340.0,sector 65 gurgaon,28.4030162,77.0695893
Super Area,shop,sale,laxmi nagar new delhi,100 sqft,Ready to Move,,,,,,,,Ground out of 4,,Semi-Furnished,,,,,,,,,,,3000000.0,100.0,laxmi nagar new delhi,28.576794,77.2062778
Carpet Area,office space,sale,knowledge park 5 greater noida,,Ready to Move,,,280 sqft,1,1 Covered,Personal Pantry/Cafeteria,Garden/Park,,,,,,,,,,,,,,5000000.0,280.0,knowledge park 5 greater noida,28.478588,77.4813689
Super Area,industrial shed,sale,block 1 surajpur site 5 greater noida,16,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,59400000.0,16000.0,block 1 surajpur site 5 greater noida,28.5706333,77.3272147
Super Area,industrial shed,sale,block 1 surajpur site 5 greater noida,450 sqm,Ready to Move,5 to 10 years old,,,,,,,,,,,,,,,,,,,,12000000.0,4843.76,block 1 surajpur site 5 greater noida,28.5706333,77.3272147
Plot Area,industrial land,sale,block 1 surajpur site 5 greater noida,,,,,,,,,,,,,34450 sqft,,,,,,,,,,57600000.0,34450.0,block 1 surajpur site 5 greater noida,28.5706333,77.3272147
Plot Area,industrial land,sale,block 1 surajpur site 5 greater noida,,,,,,,,,,,,,10330 sqft,,,,,,,,,,24000000.0,10330.0,block 1 surajpur site 5 greater noida,28.5706333,77.3272147
Super Area,industrial shed,sale,block h surajpur site 5 greater noida,800 sqm,Ready to Move,5 to 10 years old,,,,,,,,,,,,,,,,,,,,14800000.0,8611.12,block h surajpur site 5 greater noida,28.5706333,77.3272147
Super Area,industrial shed,sale,block h surajpur site 5 greater noida,15,Ready to Move,5 to 10 years old,,,,,,,,,,,,,,,,,,,,62500000.0,15000.0,block h surajpur site 5 greater noida,28.5706333,77.3272147
Plot Area,industrial land,sale,block h surajpur site 5 greater noida,,,,,,,,,,,,,8611 sqft,,,,,,,,,,15200000.0,8611.0,block h surajpur site 5 greater noida,28.5706333,77.3272147
Plot Area,industrial land,sale,block h surajpur site 5 greater noida,,,,,,,,,,,,,4050 sqft,,,,,,,,,,4520000.0,4050.0,block h surajpur site 5 greater noida,28.5706333,77.3272147
Plot Area,industrial land,sale,block h surajpur site 5 greater noida,,,,,,,,,,,,,6459 sqft,,,,,,,,,,10800000.0,6459.0,block h surajpur site 5 greater noida,28.5706333,77.3272147
Super Area,shop,sale,"onyx blue, sector 142, noida express way noida",215 sqft,Possession by Jun '29,,,,,,,,Ground out of 19,12 ft wide,Unfurnished,,,,Jun '29,,,,,,,7309999.0,215.0,noida express way noida,28.5706333,77.3272147
Super Area,industrial shed,sale,block e surajpur site 5 greater noida,576 sqm,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,26500000.0,6200.01,block e surajpur site 5 greater noida,28.5706333,77.3272147
Plot Area,industrial land,sale,block e surajpur site 5 greater noida,,,,,,,,,,,,,8611 sqft,,,,,,,,,,22500000.0,8611.0,block e surajpur site 5 greater noida,28.5706333,77.3272147
Super Area,industrial shed,sale,block e surajpur site 5 greater noida,6500 sqm,Ready to Move,5 to 10 years old,,,,,,,,,,,,,,,,,,,,48000000.0,69965.35,block e surajpur site 5 greater noida,28.5706333,77.3272147
Super Area,industrial shed,sale,block e surajpur site 5 greater noida,1530 sqm,Ready to Move,5 to 10 years old,,,,,,,,,,,,,,,,,,,,44000000.0,16468.77,block e surajpur site 5 greater noida,28.5706333,77.3272147
Super Area,industrial shed,sale,block e surajpur site 5 greater noida,1530 sqm,Ready to Move,5 to 10 years old,,,,,,,,,,,,,,,,,,,,44500000.0,16468.77,block e surajpur site 5 greater noida,28.5706333,77.3272147
Super Area,office space,sale,knowledge park 2 greater noida,610 sqft,Ready to Move,Less than 5 years old,,,4,,,,1 out of 4,,,,,,,,,,,,,3030000.0,610.0,knowledge park 2 greater noida,28.478588,77.4813689
Super Area,shop,sale,knowledge park 2 greater noida,600 sqft,Ready to Move,,,,,,,,1 out of 3,,,,,,,,,,,,,7200000.0,600.0,knowledge park 2 greater noida,28.478588,77.4813689
Super Area,office space,sale,knowledge park 2 greater noida,600 sqft,Ready to Move,5 to 10 years old,,,4,,,,Ground out of 4,,,,,,,,,,,,,2980000.0,600.0,knowledge park 2 greater noida,28.478588,77.4813689
Super Area,shop,sale,knowledge park 2 greater noida,612 sqft,Ready to Move,Less than 5 years old,,,,,,,1 out of 3,,,,,,,,,,,,,6200000.0,612.0,knowledge park 2 greater noida,28.478588,77.4813689
Carpet Area,office space,sale,panchavati new delhi,,,,,98 sqm,,,Dry Pantry/Cafeteria,,2 out of 3,,,,,,,,,,,,,10000000.0,1054.86,panchavati new delhi,28.6328027,77.2197713
Carpet Area,shop,sale,"aipl joy square, sector 63a gurgaon",,Ready to Move,New Construction,,900 sqft,,,,,Ground out of 9,,Unfurnished,,,,,,,,24 Hours Available,,,17000000.0,900.0,sector 63a gurgaon,28.3627664,76.9193261
Plot Area,land,sale,mayur vihar 1 new delhi,,,,,,,,,,,,,2250 sqft,,East,,,,,,,,140000000.0,2250.0,mayur vihar 1 new delhi,28.6328027,77.2197713
Super Area,shop,sale,"tusiana village, knowledge park 5 greater noida",349 sqft,Ready to Move,5 to 10 years old,,,,,,,Ground out of 1,,,,,,,,,,,,,4000000.0,349.0,knowledge park 5 greater noida,28.478588,77.4813689
Carpet Area,shop,sale,"park street, sector 85 gurgaon",,Ready to Move,,,385 sqft,,,,,Ground out of 7,,Unfurnished,,,East,,,,,,,,23000000.0,385.0,sector 85 gurgaon,28.403652,76.9531428
Super Area,shop,sale,"sector 150, pusta road greater noida",597 sqft,Ready to Move,,,,,,,,1 out of 3,,,,,,,,,,,,,5000000.0,597.0,pusta road greater noida,28.5706333,77.3272147
Super Area,shop,sale,"sector 150, pusta road greater noida",600 sqft,Ready to Move,10 to 15 years old,,,,,,,1 out of 3,,,,,,,,,,,,,6100000.0,600.0,pusta road greater noida,28.5706333,77.3272147
Super Area,office space,sale,vijay vihar rohini new delhi,120 sqft,Ready to Move,,,,,,,,Ground out of 5,,Bareshell,,,,,,,,,,,1400000.0,120.0,vijay vihar rohini new delhi,28.6328027,77.2197713
Super Area,shop,sale,beadonpura new delhi,91 sqft,Ready to Move,,,,,,,,Ground out of 4,,Furnished,,,,,,,,,,,6000000.0,91.0,beadonpura new delhi,28.6328027,77.2197713
Super Area,industrial building,sale,block a dlf industrial area faridabad,120,Ready to Move,5 to 10 years old,Industrial,,,,,,,,,,,,,,,,,,,420000000.0,120000.0,block a dlf industrial area faridabad,28.4031478,77.3105561
Super Area,shop,sale,"hrc professional, vaibhav khand, indirapuram ghaziabad",350 sqft,Ready to Move,10 to 15 years old,,,,,,,1 out of 1,,Unfurnished,,,,,,,,24 Hours Available,,,4900000.0,350.0,indirapuram ghaziabad,28.6423908,77.3684892
Plot Area,land,sale,sabhapur extension new delhi,,,,,,,,,,,,,3150 sqft,,,,,,,,,,21700000.0,3150.0,sabhapur extension new delhi,28.6328027,77.2197713
Carpet Area,shop,sale,sector 93 gurgaon,,Possession by Jun '27,,,300 sqft,,,,,Ground out of 9,,Unfurnished,,,North,Jun '27,,,,,,,19200000.0,300.0,sector 93 gurgaon,28.4156048,76.931638
Super Area,shop,sale,"signature global infinity mall, sector 36 sohna gurgaon",174 sqft,Possession by Dec '25,,,,,,,,Lower Basement out of 6,,Unfurnished,,,,Dec '25,,,,,,,3000000.0,174.0,sector 36 sohna gurgaon,28.4160012,77.1085564
Super Area,office space,sale,beadonpura new delhi,250 sqft,Ready to Move,10 to 15 years old,,,1,,,,1 out of 4,,,,,,,,,,,,,1360000.0,250.0,beadonpura new delhi,28.6328027,77.2197713
Super Area,office space,sale,"karampura industrial area, karampura new delhi",170 sqft,Ready to Move,10 to 15 years old,,,1,,,,Upper Basement out of 10,,,,,,,,,,,,,2450000.0,170.0,karampura new delhi,28.6328027,77.2197713
Super Area,office space,sale,"rani jhansi road, jhandewalan new delhi",2200 sqft,Ready to Move,Less than 5 years old,,,2,,,,1 out of 3,,,,,,,,,,,,,27500000.0,2200.0,jhandewalan new delhi,28.6443188,77.1999165
Carpet Area,office space,sale,sector 3 vasundhara ghaziabad,,Ready to Move,New Construction,,135 sqft,,,,,2 out of 4,,Bareshell,,,East,,,,,,,,1600000.0,135.0,sector 3 vasundhara ghaziabad,28.6653607,77.3828441
Carpet Area,shop,sale,"elan epic, badshahpur gurgaon",,Ready to Move,New Construction,,200 sqft,,,,,Ground out of 4,10 ft wide,Unfurnished,,,,,,,,,,,14000000.0,200.0,badshahpur gurgaon,28.3932757,77.0484201
Plot Area,land,sale,"ballabhgarh, mathura road faridabad",,,,,,,,,,,,,1800 sqft,60 X 30,,,,,,,,,13000000.0,1800.0,mathura road faridabad,28.3650553,77.314851
Carpet Area,office space,sale,janakpuri district center new delhi,,Ready to Move,,,200 sqft,1,,,,6 out of 8,,Furnished,,,East,,,,,,,,2400000.0,200.0,janakpuri district center new delhi,28.6292748,77.0827141
Super Area,shop,sale,"shakti khand 2, indirapuram ghaziabad",128 sqft,Ready to Move,,,,,,,,Ground out of 3,,Unfurnished,,,,,,,,,,,2500000.0,128.0,indirapuram ghaziabad,28.6423908,77.3684892
Plot Area,industrial land,sale,sector 97 gurgaon,,,,,,,,,,,,,360200 sqft,,,,,,,,,,750000000.0,360200.0,sector 97 gurgaon,28.4092824,76.8805901
Super Area,office space,sale,ghata gurgaon,1087 sqft,Ready to Move,New Construction,,,4,,,,6 out of 15,,,,,,,,,,,,,9750000.0,1087.0,ghata gurgaon,28.4646148,77.0299194
Super Area,shop,sale,raj nagar extension ghaziabad,214 sqft,Ready to Move,,,,,,,,Ground out of 3,,Semi-Furnished,,,,,,,,,,,6500000.0,214.0,raj nagar extension ghaziabad,28.685628,77.400277
Carpet Area,office space,sale,delta 1 greater noida,,Ready to Move,,,110 sqft,1,,Dry Pantry/Cafeteria,Garden/Park,4 out of 4,,,,,,,,,,,,,2000000.0,110.0,delta 1 greater noida,28.4784766,77.5257314
Carpet Area,office space,sale,"kailash building, connaught place new delhi",,Ready to Move,,,1014 sqft,2,,,,10 out of 14,,Furnished,,,,,,,,,,,40500000.0,1014.0,connaught place new delhi,28.6314022,77.2193791
Carpet Area,office space,sale,"puri 81 business hub , sector 81 faridabad",,Ready to Move,,,875 sqft,5,,,Garden/Park,10 out of 13,,Bareshell,,,,,,,,,,,10000000.0,875.0,sector 81 faridabad,28.31551,77.3011467
Carpet Area,shop,sale,palam vihar gurgaon,,Ready to Move,15 to 20 years old,,180 sqft,,,,,Ground out of 4,12 ft wide,Unfurnished,,,,,,,,,,,16000000.0,180.0,palam vihar gurgaon,28.5179556,77.0429556
Carpet Area,shop,sale,"gaur city galleria, noida extension noida",,Ready to Move,Less than 5 years old,,341 sqft,,,,,1 out of 3,11 ft wide,Unfurnished,,,,,,,,,,,9800000.0,341.0,noida extension noida,28.5706333,77.3272147
Plot Area,land,sale,paharganj new delhi,,,,,,,,,,,,,6300 sqft,,,,,,,,,,250000000.0,6300.0,paharganj new delhi,28.6337722,77.216499
Super Area,office space,sale,"grandthum by group 108, noida extension greater noida",675 sqft,,,,,6,,,,4 out of 32,,,,,,,,,,,,,4100000.0,675.0,noida extension greater noida,28.5706333,77.3272147
Super Area,shop,sale,sector 4 rohini new delhi,120 sqft,Ready to Move,,,,,,,,Ground out of 4,,Furnished,,,,,,,,,,,900000.0,120.0,sector 4 rohini new delhi,28.7060837,77.1028753
Carpet Area,shop,sale,shiv puri 1 new delhi,,Ready to Move,New Construction,,88 sqft,,,,,Ground out of 4,,Semi-Furnished,,,,,,,,,,,2800000.0,88.0,shiv puri 1 new delhi,28.6328027,77.2197713
Carpet Area,shop,sale,pocket a sector 18 noida,,Ready to Move,10 to 15 years old,,180 sqft,,,,,1 out of 5,,Furnished,,,,,,,,24 Hours Available,,,4500000.0,180.0,pocket a sector 18 noida,28.5706333,77.3272147
Carpet Area,office space,sale,greater kailash enclave 1 new delhi,,Ready to Move,,,1000 sqft,1,1 Covered,Wet Pantry/Cafeteria,,,,,,,East,,,,,,,,30000000.0,1000.0,greater kailash enclave 1 new delhi,28.6328027,77.2197713
Plot Area,industrial land,sale,ecotech 11 greater noida,,,,,,,,,,,,,21530 sqft,262 X 82,,,,,,,,,90000000.0,21530.0,ecotech 11 greater noida,28.5706333,77.3272147
Plot Area,industrial land,sale,block e sector 8 noida,,,,,,,,,,,,,9795 sqft,,,,,,,,,,90000000.0,9795.0,block e sector 8 noida,28.5706333,77.3272147
Super Area,industrial building,sale,block e sector 8 noida,210 sqm,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,30000000.0,2260.42,block e sector 8 noida,28.5706333,77.3272147
Plot Area,industrial land,sale,h block sector 63 noida,,,,,,,,,,,,,4844 sqft,,,,,,,,,,80000000.0,4844.0,h block sector 63 noida,28.6197533,77.3703883
Super Area,industrial building,sale,g block sector 63 noida,16,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,70000000.0,16000.0,g block sector 63 noida,28.6186333,77.3896371
Plot Area,industrial land,sale,e block sector 63 noida,,,,,,,,,,,,,4844 sqft,,,,,,,,,,31500000.0,4844.0,e block sector 63 noida,28.6197533,77.3703883
Super Area,industrial building,sale,e block sector 63 noida,10,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,45000000.0,10000.0,e block sector 63 noida,28.6197533,77.3703883
Super Area,industrial building,sale,e block sector 63 noida,6000 sqft,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,37000000.0,6000.0,e block sector 63 noida,28.6197533,77.3703883
Plot Area,industrial land,sale,e block sector 63 noida,,,,,,,,,,,,,4844 sqft,,,,,,,,,,45000000.0,4844.0,e block sector 63 noida,28.6197533,77.3703883
Super Area,industrial building,sale,e block sector 63 noida,16,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,85000000.0,16000.0,e block sector 63 noida,28.6197533,77.3703883
Super Area,industrial building,sale,b block sector 63 noida,10,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,52500000.0,10000.0,b block sector 63 noida,28.6197533,77.3703883
Super Area,industrial building,sale,b block sector 63 noida,16,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,70000000.0,16000.0,b block sector 63 noida,28.6197533,77.3703883
Super Area,industrial building,sale,b block sector 63 noida,10,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,54000000.0,10000.0,b block sector 63 noida,28.6197533,77.3703883
Super Area,industrial building,sale,b block sector 63 noida,10,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,55000000.0,10000.0,b block sector 63 noida,28.6197533,77.3703883
Super Area,industrial building,sale,b block sector 63 noida,17,Ready to Move,10 to 15 years old,,,,,,,,,,,,,,,,,,,,85000000.0,17000.0,b block sector 63 noida,28.6197533,77.3703883
Super Area,industrial building,sale,block g sector 6 noida,372 sqm,Ready to Move,5 to 10 years old,,,,,,,,,,,,,,,,,,,,44500000.0,4004.17,block g sector 6 noida,28.5701239,77.3240992
Carpet Area,office space,sale,"moti nagar, kirti nagar new delhi",,Ready to Move,15 to 20 years old,,200 sqft,,,,Main Road,3 out of 3,,Bareshell,,,,,,,,,,,3000000.0,200.0,kirti nagar new delhi,28.6475771,77.1456436
Super Area,industrial building,sale,block g sector 6 noida,8000 sqft,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,36000000.0,8000.0,block g sector 6 noida,28.5701239,77.3240992
Super Area,industrial building,sale,block g sector 6 noida,11,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,52500000.0,11000.0,block g sector 6 noida,28.5701239,77.3240992
Super Area,industrial building,sale,block g sector 6 noida,11,Ready to Move,10 to 15 years old,,,,,,,,,,,,,,,,,,,,52500000.0,11000.0,block g sector 6 noida,28.5701239,77.3240992
Plot Area,industrial land,sale,block g sector 6 noida,,,,,,,,,,,,,13790 sqft,,,,,,,,,,85000000.0,13790.0,block g sector 6 noida,28.5701239,77.3240992
Super Area,industrial building,sale,block a sector 57 noida,17,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,75000000.0,17000.0,block a sector 57 noida,28.5706333,77.3272147
Super Area,industrial building,sale,block a sector 57 noida,7000 sqft,Ready to Move,Less than 5 years old,,,,,,,,,,,,,,,,,,,,35000000.0,7000.0,block a sector 57 noida,28.5706333,77.3272147
Super Area,industrial building,sale,block a sector 57 noida,22,Ready to Move,10 to 15 years old,,,,,,,,,,,,,,,,,,,,95000000.0,22000.0,block a sector 57 noida,28.5706333,77.3272147
Super Area,industrial building,sale,block a sector 57 noida,11,Ready to Move,5 to 10 years old,,,,,,,,,,,,,,,,,,,,55000000.0,11000.0,block a sector 57 noida,28.5706333,77.3272147
